State,Year,Sector,Carbon_Type,Emission (Metric Tons)
Andhra Pradesh,2023,Transportation,CO,1.84
Andhra Pradesh,2023,Transportation,CO2,42.78
Andhra Pradesh,2023,Transportation,CH4,0.99
Andhra Pradesh,2023,Agriculture,CO,0.43
Andhra Pradesh,2023,Agriculture,CO2,10.9
Andhra Pradesh,2023,Agriculture,CH4,5.03
Andhra Pradesh,2023,Waste Management,CO,0.32
Andhra Pradesh,2023,Waste Management,CO2,3.68
Andhra Pradesh,2023,Waste Management,CH4,7.78
Andhra Pradesh,2024,Energy,CO,1.87
Andhra Pradesh,2024,Energy,CO2,29.56
Andhra Pradesh,2024,Energy,CH4,2.28
Andhra Pradesh,2024,Industry,CO,2.4
Andhra Pradesh,2024,Industry,CO2,32.33
Andhra Pradesh,2024,Industry,CH4,2.83
Andhra Pradesh,2024,Transportation,CO,2.34
Andhra Pradesh,2024,Transportation,CO2,31.62
Andhra Pradesh,2024,Transportation,CH4,0.54
Andhra Pradesh,2024,Agriculture,CO,0.53
Andhra Pradesh,2024,Agriculture,CO2,9.2
Andhra Pradesh,2024,Agriculture,CH4,8.54
Andhra Pradesh,2024,Waste Management,CO,0.43
Andhra Pradesh,2024,Waste Management,CO2,3.67
Andhra Pradesh,2024,Waste Management,CH4,9.75
Arunachal Pradesh,2010,Energy,CO,1.71
Arunachal Pradesh,2010,Energy,CO2,47.67
Arunachal Pradesh,2010,Energy,CH4,2.09
Arunachal Pradesh,2010,Industry,CO,2.19
Arunachal Pradesh,2010,Industry,CO2,40.87
Arunachal Pradesh,2010,Industry,CH4,2.0
Arunachal Pradesh,2010,Transportation,CO,4.07
Arunachal Pradesh,2010,Transportation,CO2,28.13
Arunachal Pradesh,2010,Transportation,CH4,0.84
Arunachal Pradesh,2010,Agriculture,CO,0.46
Arunachal Pradesh,2010,Agriculture,CO2,7.35
Arunachal Pradesh,2010,Agriculture,CH4,11.44
Arunachal Pradesh,2010,Waste Management,CO,0.26
Arunachal Pradesh,2010,Waste Management,CO2,5.42
Arunachal Pradesh,2010,Waste Management,CH4,7.44
Arunachal Pradesh,2011,Energy,CO,1.67
Arunachal Pradesh,2011,Energy,CO2,70.0
Arunachal Pradesh,2011,Energy,CH4,1.84
Arunachal Pradesh,2011,Industry,CO,1.11
Arunachal Pradesh,2011,Industry,CO2,37.32
Arunachal Pradesh,2011,Industry,CH4,3.24
Arunachal Pradesh,2011,Transportation,CO,1.57
Arunachal Pradesh,2011,Transportation,CO2,25.81
Arunachal Pradesh,2011,Transportation,CH4,1.12
Arunachal Pradesh,2011,Agriculture,CO,0.26
Arunachal Pradesh,2011,Agriculture,CO2,7.83
Arunachal Pradesh,2011,Agriculture,CH4,9.14
Arunachal Pradesh,2011,Waste Management,CO,0.27
Arunachal Pradesh,2011,Waste Management,CO2,3.81
Arunachal Pradesh,2011,Waste Management,CH4,8.25
Arunachal Pradesh,2012,Energy,CO,2.76
Arunachal Pradesh,2012,Energy,CO2,58.58
Arunachal Pradesh,2012,Energy,CH4,1.71
Arunachal Pradesh,2012,Industry,CO,2.41
Arunachal Pradesh,2012,Industry,CO2,26.77
Arunachal Pradesh,2012,Industry,CH4,1.56
Arunachal Pradesh,2012,Transportation,CO,3.2
Arunachal Pradesh,2012,Transportation,CO2,37.96
Arunachal Pradesh,2012,Transportation,CH4,0.85
Arunachal Pradesh,2012,Agriculture,CO,0.47
Arunachal Pradesh,2012,Agriculture,CO2,14.12
Arunachal Pradesh,2012,Agriculture,CH4,11.33
Arunachal Pradesh,2012,Waste Management,CO,0.22
Arunachal Pradesh,2012,Waste Management,CO2,4.8
Arunachal Pradesh,2012,Waste Management,CH4,8.04
Arunachal Pradesh,2013,Energy,CO,1.98
Arunachal Pradesh,2013,Energy,CO2,66.45
Arunachal Pradesh,2013,Energy,CH4,1.83
Arunachal Pradesh,2013,Industry,CO,2.69
Arunachal Pradesh,2013,Industry,CO2,49.96
Arunachal Pradesh,2013,Industry,CH4,3.29
Arunachal Pradesh,2013,Transportation,CO,2.52
Arunachal Pradesh,2013,Transportation,CO2,17.71
Arunachal Pradesh,2013,Transportation,CH4,1.2
Arunachal Pradesh,2013,Agriculture,CO,0.47
Arunachal Pradesh,2013,Agriculture,CO2,11.59
Arunachal Pradesh,2013,Agriculture,CH4,7.08
Arunachal Pradesh,2013,Waste Management,CO,0.34
Arunachal Pradesh,2013,Waste Management,CO2,6.01
Arunachal Pradesh,2013,Waste Management,CH4,7.02
Arunachal Pradesh,2014,Energy,CO,2.1
Arunachal Pradesh,2014,Energy,CO2,27.73
Arunachal Pradesh,2014,Energy,CH4,2.25
Arunachal Pradesh,2014,Industry,CO,2.23
Arunachal Pradesh,2014,Industry,CO2,38.73
Arunachal Pradesh,2014,Industry,CH4,3.42
Arunachal Pradesh,2014,Transportation,CO,4.2
Arunachal Pradesh,2014,Transportation,CO2,22.33
Arunachal Pradesh,2014,Transportation,CH4,0.96
Arunachal Pradesh,2014,Agriculture,CO,0.72
Arunachal Pradesh,2014,Agriculture,CO2,9.53
Arunachal Pradesh,2014,Agriculture,CH4,9.58
Arunachal Pradesh,2014,Waste Management,CO,0.44
Arunachal Pradesh,2014,Waste Management,CO2,6.59
Arunachal Pradesh,2014,Waste Management,CH4,3.59
Arunachal Pradesh,2015,Energy,CO,2.02
Arunachal Pradesh,2015,Energy,CO2,44.47
Arunachal Pradesh,2015,Energy,CH4,2.59
Arunachal Pradesh,2015,Industry,CO,1.42
Arunachal Pradesh,2015,Industry,CO2,56.03
Arunachal Pradesh,2015,Industry,CH4,3.66
Arunachal Pradesh,2015,Transportation,CO,4.09
Arunachal Pradesh,2015,Transportation,CO2,21.5
Arunachal Pradesh,2015,Transportation,CH4,0.61
Arunachal Pradesh,2015,Agriculture,CO,0.4
Arunachal Pradesh,2015,Agriculture,CO2,11.22
Arunachal Pradesh,2015,Agriculture,CH4,4.08
Arunachal Pradesh,2015,Waste Management,CO,0.37
Arunachal Pradesh,2015,Waste Management,CO2,2.7
Arunachal Pradesh,2015,Waste Management,CH4,5.89
Arunachal Pradesh,2016,Energy,CO,2.3
Arunachal Pradesh,2016,Energy,CO2,41.81
Arunachal Pradesh,2016,Energy,CH4,2.93
Arunachal Pradesh,2016,Industry,CO,1.12
Arunachal Pradesh,2016,Industry,CO2,52.44
Arunachal Pradesh,2016,Industry,CH4,2.88
Arunachal Pradesh,2016,Transportation,CO,1.78
Arunachal Pradesh,2016,Transportation,CO2,31.04
Arunachal Pradesh,2016,Transportation,CH4,1.47
Arunachal Pradesh,2016,Agriculture,CO,0.44
Arunachal Pradesh,2016,Agriculture,CO2,8.57
Arunachal Pradesh,2016,Agriculture,CH4,7.41
Arunachal Pradesh,2016,Waste Management,CO,0.42
Arunachal Pradesh,2016,Waste Management,CO2,3.48
Arunachal Pradesh,2016,Waste Management,CH4,6.15
Arunachal Pradesh,2017,Energy,CO,1.38
Arunachal Pradesh,2017,Energy,CO2,44.86
Arunachal Pradesh,2017,Energy,CH4,3.3
Arunachal Pradesh,2017,Industry,CO,1.74
Arunachal Pradesh,2017,Industry,CO2,40.82
Arunachal Pradesh,2017,Industry,CH4,3.49
Arunachal Pradesh,2017,Transportation,CO,2.62
Arunachal Pradesh,2017,Transportation,CO2,34.6
Arunachal Pradesh,2017,Transportation,CH4,1.33
Arunachal Pradesh,2017,Agriculture,CO,0.69
Arunachal Pradesh,2017,Agriculture,CO2,13.73
Arunachal Pradesh,2017,Agriculture,CH4,7.19
Arunachal Pradesh,2017,Waste Management,CO,0.4
Arunachal Pradesh,2017,Waste Management,CO2,4.76
Arunachal Pradesh,2017,Waste Management,CH4,6.03
Arunachal Pradesh,2018,Energy,CO,3.68
Arunachal Pradesh,2018,Energy,CO2,68.15
Arunachal Pradesh,2018,Energy,CH4,2.08
Arunachal Pradesh,2018,Industry,CO,2.52
Arunachal Pradesh,2018,Industry,CO2,32.94
Arunachal Pradesh,2018,Industry,CH4,3.17
Arunachal Pradesh,2018,Transportation,CO,2.25
Arunachal Pradesh,2018,Transportation,CO2,30.63
Arunachal Pradesh,2018,Transportation,CH4,0.66
Arunachal Pradesh,2018,Agriculture,CO,0.47
Arunachal Pradesh,2018,Agriculture,CO2,8.14
Arunachal Pradesh,2018,Agriculture,CH4,5.97
Arunachal Pradesh,2018,Waste Management,CO,0.32
Arunachal Pradesh,2018,Waste Management,CO2,5.56
Arunachal Pradesh,2018,Waste Management,CH4,9.07
Arunachal Pradesh,2019,Energy,CO,2.92
Arunachal Pradesh,2019,Energy,CO2,51.73
Arunachal Pradesh,2019,Energy,CH4,4.35
Arunachal Pradesh,2019,Industry,CO,1.25
Arunachal Pradesh,2019,Industry,CO2,55.99
Arunachal Pradesh,2019,Industry,CH4,2.6
Arunachal Pradesh,2019,Transportation,CO,2.92
Arunachal Pradesh,2019,Transportation,CO2,33.59
Arunachal Pradesh,2019,Transportation,CH4,1.31
Arunachal Pradesh,2019,Agriculture,CO,0.5
Arunachal Pradesh,2019,Agriculture,CO2,5.78
Arunachal Pradesh,2019,Agriculture,CH4,5.94
Arunachal Pradesh,2019,Waste Management,CO,0.16
Arunachal Pradesh,2019,Waste Management,CO2,5.56
Arunachal Pradesh,2019,Waste Management,CH4,3.72
Arunachal Pradesh,2020,Energy,CO,2.01
Arunachal Pradesh,2020,Energy,CO2,43.3
Arunachal Pradesh,2020,Energy,CH4,2.55
Arunachal Pradesh,2020,Industry,CO,1.85
Arunachal Pradesh,2020,Industry,CO2,54.83
Arunachal Pradesh,2020,Industry,CH4,1.41
Arunachal Pradesh,2020,Transportation,CO,3.71
Arunachal Pradesh,2020,Transportation,CO2,41.07
Arunachal Pradesh,2020,Transportation,CH4,0.6
Arunachal Pradesh,2020,Agriculture,CO,0.46
Arunachal Pradesh,2020,Agriculture,CO2,11.2
Arunachal Pradesh,2020,Agriculture,CH4,8.26
Arunachal Pradesh,2020,Waste Management,CO,0.16
Arunachal Pradesh,2020,Waste Management,CO2,3.72
Arunachal Pradesh,2020,Waste Management,CH4,8.97
Arunachal Pradesh,2021,Energy,CO,2.17
Arunachal Pradesh,2021,Energy,CO2,33.94
Arunachal Pradesh,2021,Energy,CH4,4.45
Arunachal Pradesh,2021,Industry,CO,1.96
Arunachal Pradesh,2021,Industry,CO2,51.08
Arunachal Pradesh,2021,Industry,CH4,3.27
Arunachal Pradesh,2021,Transportation,CO,1.86
Arunachal Pradesh,2021,Transportation,CO2,27.45
Arunachal Pradesh,2021,Transportation,CH4,0.88
Arunachal Pradesh,2021,Agriculture,CO,0.28
Arunachal Pradesh,2021,Agriculture,CO2,5.23
Arunachal Pradesh,2021,Agriculture,CH4,11.23
Arunachal Pradesh,2021,Waste Management,CO,0.2
Arunachal Pradesh,2021,Waste Management,CO2,6.93
Arunachal Pradesh,2021,Waste Management,CH4,5.58
Arunachal Pradesh,2022,Energy,CO,1.44
Arunachal Pradesh,2022,Energy,CO2,32.94
Arunachal Pradesh,2022,Energy,CH4,2.42
Arunachal Pradesh,2022,Industry,CO,1.24
Arunachal Pradesh,2022,Industry,CO2,46.43
Arunachal Pradesh,2022,Industry,CH4,3.55
Arunachal Pradesh,2022,Transportation,CO,3.27
Arunachal Pradesh,2022,Transportation,CO2,18.34
Arunachal Pradesh,2022,Transportation,CH4,0.54
Arunachal Pradesh,2022,Agriculture,CO,0.5
Arunachal Pradesh,2022,Agriculture,CO2,13.43
Arunachal Pradesh,2022,Agriculture,CH4,11.53
Arunachal Pradesh,2022,Waste Management,CO,0.37
Arunachal Pradesh,2022,Waste Management,CO2,6.87
Arunachal Pradesh,2022,Waste Management,CH4,5.03
Arunachal Pradesh,2023,Energy,CO,3.46
Arunachal Pradesh,2023,Energy,CO2,50.35
Arunachal Pradesh,2023,Energy,CH4,1.56
Arunachal Pradesh,2023,Industry,CO,1.86
Arunachal Pradesh,2023,Industry,CO2,55.31
Arunachal Pradesh,2023,Industry,CH4,2.35
Arunachal Pradesh,2023,Transportation,CO,3.96
Arunachal Pradesh,2023,Transportation,CO2,37.57
Arunachal Pradesh,2023,Transportation,CH4,1.1
Arunachal Pradesh,2023,Agriculture,CO,0.73
Arunachal Pradesh,2023,Agriculture,CO2,6.31
Arunachal Pradesh,2023,Agriculture,CH4,4.47
Arunachal Pradesh,2023,Waste Management,CO,0.19
Arunachal Pradesh,2023,Waste Management,CO2,3.27
Arunachal Pradesh,2023,Waste Management,CH4,8.34
Arunachal Pradesh,2024,Energy,CO,2.27
Arunachal Pradesh,2024,Energy,CO2,49.48
Arunachal Pradesh,2024,Energy,CH4,2.6
Arunachal Pradesh,2024,Industry,CO,2.05
Arunachal Pradesh,2024,Industry,CO2,41.72
Arunachal Pradesh,2024,Industry,CH4,1.9
Arunachal Pradesh,2024,Transportation,CO,4.03
Arunachal Pradesh,2024,Transportation,CO2,38.96
Arunachal Pradesh,2024,Transportation,CH4,0.75
Arunachal Pradesh,2024,Agriculture,CO,0.56
Arunachal Pradesh,2024,Agriculture,CO2,6.41
Arunachal Pradesh,2024,Agriculture,CH4,9.27
Arunachal Pradesh,2024,Waste Management,CO,0.44
Arunachal Pradesh,2024,Waste Management,CO2,6.76
Arunachal Pradesh,2024,Waste Management,CH4,9.44
Assam,2010,Energy,CO,2.26
Assam,2010,Energy,CO2,71.29
Assam,2010,Energy,CH4,4.23
Assam,2010,Industry,CO,1.79
Assam,2010,Industry,CO2,59.75
Assam,2010,Industry,CH4,2.53
Assam,2010,Transportation,CO,3.49
Assam,2010,Transportation,CO2,44.13
Assam,2010,Transportation,CH4,1.32
Assam,2010,Agriculture,CO,0.43
Assam,2010,Agriculture,CO2,8.58
Assam,2010,Agriculture,CH4,10.18
Assam,2010,Waste Management,CO,0.45
Assam,2010,Waste Management,CO2,6.24
Assam,2010,Waste Management,CH4,9.51
Assam,2011,Energy,CO,2.52
Assam,2011,Energy,CO2,44.59
Assam,2011,Energy,CH4,4.27
Assam,2011,Industry,CO,2.22
Assam,2011,Industry,CO2,52.27
Assam,2011,Industry,CH4,3.38
Assam,2011,Transportation,CO,3.37
Assam,2011,Transportation,CO2,41.77
Assam,2011,Transportation,CH4,0.83
Assam,2011,Agriculture,CO,0.27
Assam,2011,Agriculture,CO2,6.18
Assam,2011,Agriculture,CH4,10.74
Assam,2011,Waste Management,CO,0.4
Assam,2011,Waste Management,CO2,5.85
Assam,2011,Waste Management,CH4,4.98
Assam,2012,Energy,CO,1.81
Assam,2012,Energy,CO2,36.33
Assam,2012,Energy,CH4,2.46
Assam,2012,Industry,CO,2.15
Assam,2012,Industry,CO2,56.62
Assam,2012,Industry,CH4,2.26
Assam,2012,Transportation,CO,4.41
Assam,2012,Transportation,CO2,35.87
Assam,2012,Transportation,CH4,1.09
Assam,2012,Agriculture,CO,0.58
Assam,2012,Agriculture,CO2,13.26
Assam,2012,Agriculture,CH4,10.64
Assam,2012,Waste Management,CO,0.27
Assam,2012,Waste Management,CO2,6.91
Assam,2012,Waste Management,CH4,7.49
Assam,2013,Energy,CO,3.65
Assam,2013,Energy,CO2,60.81
Assam,2013,Energy,CH4,2.36
Assam,2013,Industry,CO,1.41
Assam,2013,Industry,CO2,24.14
Assam,2013,Industry,CH4,3.14
Assam,2013,Transportation,CO,3.85
Assam,2013,Transportation,CO2,41.13
Assam,2013,Transportation,CH4,1.04
Assam,2013,Agriculture,CO,0.52
Assam,2013,Agriculture,CO2,12.27
Assam,2013,Agriculture,CH4,11.42
Assam,2013,Waste Management,CO,0.44
Assam,2013,Waste Management,CO2,7.0
Assam,2013,Waste Management,CH4,8.63
Assam,2014,Energy,CO,2.04
Assam,2014,Energy,CO2,68.33
Assam,2014,Energy,CH4,4.39
Assam,2014,Industry,CO,1.19
Assam,2014,Industry,CO2,32.08
Assam,2014,Industry,CH4,3.35
Assam,2014,Transportation,CO,3.17
Assam,2014,Transportation,CO2,42.51
Assam,2014,Transportation,CH4,1.24
Assam,2014,Agriculture,CO,0.67
Assam,2014,Agriculture,CO2,12.44
Assam,2014,Agriculture,CH4,6.0
Assam,2014,Waste Management,CO,0.38
Assam,2014,Waste Management,CO2,3.85
Assam,2014,Waste Management,CH4,8.22
Assam,2015,Energy,CO,3.26
Assam,2015,Energy,CO2,28.25
Assam,2015,Energy,CH4,3.19
Assam,2015,Industry,CO,2.58
Assam,2015,Industry,CO2,58.08
Assam,2015,Industry,CH4,2.14
Assam,2015,Transportation,CO,2.81
Assam,2015,Transportation,CO2,38.79
Assam,2015,Transportation,CH4,0.5
Assam,2015,Agriculture,CO,0.57
Assam,2015,Agriculture,CO2,13.26
Assam,2015,Agriculture,CH4,11.33
Assam,2015,Waste Management,CO,0.32
Assam,2015,Waste Management,CO2,3.8
Assam,2015,Waste Management,CH4,4.53
Assam,2016,Energy,CO,1.55
Assam,2016,Energy,CO2,37.69
Assam,2016,Energy,CH4,3.26
Assam,2016,Industry,CO,2.47
Assam,2016,Industry,CO2,28.66
Assam,2016,Industry,CH4,2.8
Assam,2016,Transportation,CO,3.57
Assam,2016,Transportation,CO2,28.4
Assam,2016,Transportation,CH4,0.9
Assam,2016,Agriculture,CO,0.46
Assam,2016,Agriculture,CO2,5.76
Assam,2016,Agriculture,CH4,10.24
Assam,2016,Waste Management,CO,0.26
Assam,2016,Waste Management,CO2,4.84
Assam,2016,Waste Management,CH4,4.38
Assam,2017,Energy,CO,3.29
Assam,2017,Energy,CO2,74.22
Assam,2017,Energy,CH4,4.05
Assam,2017,Industry,CO,0.91
Assam,2017,Industry,CO2,34.42
